combo_id,algo,LAMBDA,R_PICK_ALPHA,GAMMA_PACK,RIDE_TTL_MIN,MAX_VISIBLE_RIDES,SWITCH_GRACE_STEPS,reward,rate,terminal_time,accepted
73,DRL,0.6,0.6,0.8,3,5,6,1226.3270629882813,1.436067235469818,840.3,5.8
73,HEUR,0.6,0.6,0.8,3,5,6,1112.5964965820312,1.3610745429992677,810.3,5.4
73,PURE,0.6,0.6,0.8,3,5,6,311.2,0.47243533674029947,658.6,0.0
74,DRL,0.6,0.6,0.8,3,5,12,1182.8443725585937,1.493344283103943,787.0,6.0
74,HEUR,0.6,0.6,0.8,3,5,12,1184.89453125,1.4171949863433837,819.4,6.0
74,PURE,0.6,0.6,0.8,3,5,12,311.8,0.47441381041561603,657.3,0.0
75,DRL,0.6,0.6,0.8,3,8,6,912.5086059570312,1.1378389358520509,790.7,4.2
75,HEUR,0.6,0.6,0.8,3,8,6,800.1282592773438,1.0676363348960876,730.3,3.8
75,PURE,0.6,0.6,0.8,3,8,6,323.6,0.4841450123409442,668.8,0.0
76,DRL,0.6,0.6,0.8,3,8,12,863.2195068359375,1.137445068359375,758.1,4.0
76,HEUR,0.6,0.6,0.8,3,8,12,916.2331909179687,1.1812352418899537,763.9,4.2
76,PURE,0.6,0.6,0.8,3,8,12,326.0,0.46780698294806394,696.1,0.0
77,DRL,0.6,0.6,0.8,5,5,6,3632.364794921875,2.949438142776489,1211.8,20.8
77,HEUR,0.6,0.6,0.8,5,5,6,2541.1940673828126,2.459038782119751,1025.6,15.2
77,PURE,0.6,0.6,0.8,5,5,6,317.6,0.48089962476326276,662.1,0.0
78,DRL,0.6,0.6,0.8,5,5,12,3571.654248046875,2.9637929916381838,1185.1,20.8
78,HEUR,0.6,0.6,0.8,5,5,12,2720.8021240234375,2.4803064107894897,1074.4,16.4
78,PURE,0.6,0.6,0.8,5,5,12,315.4,0.48323733435240124,653.0,0.0
79,DRL,0.6,0.6,0.8,5,8,6,3394.40703125,2.967153310775757,1130.3,19.6
79,HEUR,0.6,0.6,0.8,5,8,6,2720.2133056640623,2.5135365962982177,1062.8,17.0
79,PURE,0.6,0.6,0.8,5,8,6,319.8,0.4716088294485978,678.0,0.0
80,DRL,0.6,0.6,0.8,5,8,12,3340.18642578125,2.942441129684448,1119.2,19.4
80,HEUR,0.6,0.6,0.8,5,8,12,2469.4861328125,2.3539695501327516,1022.5,15.2
80,PURE,0.6,0.6,0.8,5,8,12,327.4,0.49347327854011425,663.0,0.0
81,DRL,0.6,0.8,0.5,3,5,6,1105.8428344726562,1.6777652263641358,651.9,4.8
81,HEUR,0.6,0.8,0.5,3,5,6,820.2758605957031,1.2659067988395691,621.2,4.2
81,PURE,0.6,0.8,0.5,3,5,6,192.2,0.38308672142589517,502.0,0.0
82,DRL,0.6,0.8,0.5,3,5,12,1042.8838134765624,1.582137894630432,650.1,6.4
82,HEUR,0.6,0.8,0.5,3,5,12,940.1333740234375,1.4741122007369996,632.4,4.6
82,PURE,0.6,0.8,0.5,3,5,12,208.8,0.3957815331934858,528.9,0.0
83,DRL,0.6,0.8,0.5,3,8,6,941.0520629882812,1.4044398069381714,653.3,5.0
83,HEUR,0.6,0.8,0.5,3,8,6,718.0637939453125,1.143472268405219,607.5,3.2
83,PURE,0.6,0.8,0.5,3,8,6,195.2,0.3760318302455531,519.0,0.0
84,DRL,0.6,0.8,0.5,3,8,12,792.1226806640625,1.2991304874420166,595.2,4.2
84,HEUR,0.6,0.8,0.5,3,8,12,900.7652587890625,1.4075011968612672,636.5,4.0
84,PURE,0.6,0.8,0.5,3,8,12,192.4,0.3717876218558508,517.2,0.0
85,DRL,0.6,0.8,0.5,5,5,6,2372.6412109375,2.605737829208374,908.2,17.0
85,HEUR,0.6,0.8,0.5,5,5,6,2098.2518310546875,2.4832916498184203,832.3,11.6
85,PURE,0.6,0.8,0.5,5,5,6,212.6,0.39325918851975883,540.6,0.0
86,DRL,0.6,0.8,0.5,5,5,12,2161.7200561523437,2.3726632356643678,877.0,13.6
86,HEUR,0.6,0.8,0.5,5,5,12,2047.580322265625,2.336376428604126,862.6,12.4
86,PURE,0.6,0.8,0.5,5,5,12,199.8,0.4016226404197846,498.0,0.0
87,DRL,0.6,0.8,0.5,5,8,6,2612.973779296875,2.761261749267578,927.3,17.0
87,HEUR,0.6,0.8,0.5,5,8,6,1676.920751953125,2.092811679840088,776.0,9.2
87,PURE,0.6,0.8,0.5,5,8,6,192.4,0.3832861437160781,502.1,0.0
88,DRL,0.6,0.8,0.5,5,8,12,2693.0557861328125,2.764735245704651,938.2,16.2
88,HEUR,0.6,0.8,0.5,5,8,12,1737.7150756835938,2.2104166984558105,768.1,11.0
88,PURE,0.6,0.8,0.5,5,8,12,193.4,0.39173315476613507,494.6,0.0
89,DRL,0.6,0.8,0.8,3,5,6,1897.0274658203125,2.0051498889923094,942.1,10.4
89,HEUR,0.6,0.8,0.8,3,5,6,813.805419921875,1.0694601893424989,754.7,3.8
89,PURE,0.6,0.8,0.8,3,5,6,316.8,0.47359627635366375,669.0,0.0
90,DRL,0.6,0.8,0.8,3,5,12,1523.0824951171876,1.7722992420196533,855.1,7.0
90,HEUR,0.6,0.8,0.8,3,5,12,905.0050415039062,1.198855698108673,747.1,4.6
90,PURE,0.6,0.8,0.8,3,5,12,311.2,0.4709343002469155,661.1,0.0
91,DRL,0.6,0.8,0.8,3,8,6,1289.7067260742188,1.47934947013855,843.4,6.2
91,HEUR,0.6,0.8,0.8,3,8,6,981.2855224609375,1.288414478302002,755.3,4.6
91,PURE,0.6,0.8,0.8,3,8,6,325.8,0.4793586727316675,679.3,0.0
92,DRL,0.6,0.8,0.8,3,8,12,1514.3218872070313,1.6538754463195802,889.8,7.6
92,HEUR,0.6,0.8,0.8,3,8,12,1247.543603515625,1.493135643005371,833.7,5.6
92,PURE,0.6,0.8,0.8,3,8,12,311.6,0.4671646878007185,665.4,0.0
93,DRL,0.6,0.8,0.8,5,5,6,3177.4935546875,2.8598059177398683,1105.3,19.4
93,HEUR,0.6,0.8,0.8,5,5,6,2222.0165283203123,2.1875325202941895,994.9,14.4
93,PURE,0.6,0.8,0.8,5,5,6,325.8,0.4899362938771075,665.5,0.0
94,DRL,0.6,0.8,0.8,5,5,12,3281.5826171875,2.8349323749542235,1151.7,19.2
94,HEUR,0.6,0.8,0.8,5,5,12,2727.404296875,2.4554043769836427,1081.8,17.0
94,PURE,0.6,0.8,0.8,5,5,12,315.8,0.47822014573438826,661.0,0.0
95,DRL,0.6,0.8,0.8,5,8,6,2792.113818359375,2.551532030105591,1090.1,17.4
95,HEUR,0.6,0.8,0.8,5,8,6,2475.44072265625,2.407754063606262,1009.8,14.0
95,PURE,0.6,0.8,0.8,5,8,6,312.4,0.4675063458483996,669.2,0.0
96,DRL,0.6,0.8,0.8,5,8,12,2963.8245361328127,2.5826025724411013,1121.4,19.4
96,HEUR,0.6,0.8,0.8,5,8,12,2324.2333984375,2.247400903701782,1014.1,14.8
96,PURE,0.6,0.8,0.8,5,8,12,314.8,0.4819036464081291,653.3,0.0
97,DRL,0.9,0.4,0.5,3,5,6,1609.8830810546874,2.1071292400360107,737.5,10.0
97,HEUR,0.9,0.4,0.5,3,5,6,1362.8244873046874,1.9250687837600708,699.0,7.2
97,PURE,0.9,0.4,0.5,3,5,6,209.8,0.4040884689647058,519.1,0.0
98,DRL,0.9,0.4,0.5,3,5,12,1182.9413330078125,1.696583342552185,684.4,6.8
98,HEUR,0.9,0.4,0.5,3,5,12,811.1718444824219,1.3104145884513856,606.4,4.8
98,PURE,0.9,0.4,0.5,3,5,12,195.4,0.37502603406984736,521.3,0.0
99,DRL,0.9,0.4,0.5,3,8,6,1158.950830078125,1.6490362405776977,683.3,6.8
99,HEUR,0.9,0.4,0.5,3,8,6,1178.3838500976562,1.758093810081482,660.9,6.6
99,PURE,0.9,0.4,0.5,3,8,6,193.6,0.3769059936386497,513.4,0.0
100,DRL,0.9,0.4,0.5,3,8,12,1649.1117919921876,2.1655184030532837,736.8,9.6
100,HEUR,0.9,0.4,0.5,3,8,12,838.363720703125,1.3982624530792236,595.8,5.0
100,PURE,0.9,0.4,0.5,3,8,12,203.0,0.3882257808806716,524.1,0.0
101,DRL,0.9,0.4,0.5,5,5,6,4271.51904296875,3.522332525253296,1196.1,27.4
101,HEUR,0.9,0.4,0.5,5,5,6,2375.9029296875,2.6629356861114504,884.4,14.2
101,PURE,0.9,0.4,0.5,5,5,6,192.0,0.39050543504684604,493.1,0.0
102,DRL,0.9,0.4,0.5,5,5,12,4117.498095703125,3.5293556213378907,1142.9,26.6
102,HEUR,0.9,0.4,0.5,5,5,12,2720.73681640625,2.877489709854126,931.2,18.0
102,PURE,0.9,0.4,0.5,5,5,12,204.8,0.3859122706285918,530.5,0.0
103,DRL,0.9,0.4,0.5,5,8,6,3765.994921875,3.3813547134399413,1100.7,25.6
103,HEUR,0.9,0.4,0.5,5,8,6,2521.330029296875,2.73648521900177,896.9,15.2
103,PURE,0.9,0.4,0.5,5,8,6,200.4,0.38180571069688507,526.5,0.0
104,DRL,0.9,0.4,0.5,5,8,12,4158.346826171875,3.593435001373291,1154.4,26.4
104,HEUR,0.9,0.4,0.5,5,8,12,2545.036767578125,2.8177984714508058,900.5,15.8
104,PURE,0.9,0.4,0.5,5,8,12,199.4,0.39147194137073427,509.1,0.0
105,DRL,0.9,0.4,0.8,3,5,6,1760.1137451171876,1.9067309617996215,915.0,9.6
105,HEUR,0.9,0.4,0.8,3,5,6,1434.8557250976562,1.7295624017715454,816.4,7.2
105,PURE,0.9,0.4,0.8,3,5,6,317.8,0.48409865599438523,656.4,0.0
106,DRL,0.9,0.4,0.8,3,5,12,1741.7615966796875,1.9159689903259278,896.4,10.2
106,HEUR,0.9,0.4,0.8,3,5,12,1155.1690673828125,1.4603008508682251,780.2,6.0
106,PURE,0.9,0.4,0.8,3,5,12,307.8,0.46855419809566834,658.3,0.0
107,DRL,0.9,0.4,0.8,3,8,6,1601.016455078125,1.811846375465393,870.7,9.4
107,HEUR,0.9,0.4,0.8,3,8,6,1182.6080810546875,1.4389508485794067,817.8,6.2
107,PURE,0.9,0.4,0.8,3,8,6,315.6,0.48020336042866935,657.6,0.0
108,DRL,0.9,0.4,0.8,3,8,12,1630.0211181640625,1.8930149316787719,853.6,7.8
108,HEUR,0.9,0.4,0.8,3,8,12,1863.6712280273437,2.0566168069839477,883.4,9.8
108,PURE,0.9,0.4,0.8,3,8,12,314.8,0.4803191141746984,655.8,0.0
109,DRL,0.9,0.4,0.8,5,5,6,5279.0744140625,3.704362916946411,1424.0,31.6
109,HEUR,0.9,0.4,0.8,5,5,6,4097.669140625,3.1199817657470703,1278.1,23.2
109,PURE,0.9,0.4,0.8,5,5,6,323.2,0.48804637207123547,661.4,0.0
110,DRL,0.9,0.4,0.8,5,5,12,4958.233203125,3.606369161605835,1358.8,28.8
110,HEUR,0.9,0.4,0.8,5,5,12,3816.810302734375,3.046559953689575,1235.8,23.8
110,PURE,0.9,0.4,0.8,5,5,12,324.8,0.47080842314617294,691.9,0.0
111,DRL,0.9,0.4,0.8,5,8,6,4479.88701171875,3.3785733222961425,1320.9,27.2
111,HEUR,0.9,0.4,0.8,5,8,6,3138.073583984375,2.7427398204803466,1129.2,20.0
111,PURE,0.9,0.4,0.8,5,8,6,320.4,0.4824122842080758,664.6,0.0
112,DRL,0.9,0.4,0.8,5,8,12,4623.628125,3.351021909713745,1376.8,29.6
112,HEUR,0.9,0.4,0.8,5,8,12,3742.510205078125,2.9490589618682863,1255.4,22.0
112,PURE,0.9,0.4,0.8,5,8,12,318.6,0.4747217411292188,671.4,0.0
113,DRL,0.9,0.6,0.5,3,5,6,1438.8121704101563,1.9093921422958373,732.9,7.6
113,HEUR,0.9,0.6,0.5,3,5,6,1046.6730895996093,1.6252623319625854,625.8,5.2
113,PURE,0.9,0.6,0.5,3,5,6,203.0,0.39986135872458856,507.8,0.0
114,DRL,0.9,0.6,0.5,3,5,12,1333.60849609375,1.7914990663528443,735.6,9.0
114,HEUR,0.9,0.6,0.5,3,5,12,1085.8773559570313,1.6439289808273316,655.1,5.6
114,PURE,0.9,0.6,0.5,3,5,12,203.8,0.38442147424159345,529.8,0.0
115,DRL,0.9,0.6,0.5,3,8,6,1299.859814453125,1.7064570903778076,715.9,7.8
115,HEUR,0.9,0.6,0.5,3,8,6,992.7719604492188,1.51001033782959,644.2,4.8
115,PURE,0.9,0.6,0.5,3,8,6,189.2,0.36968311622120087,511.3,0.0
116,DRL,0.9,0.6,0.5,3,8,12,1349.6636962890625,1.9308562755584717,682.1,6.8
116,HEUR,0.9,0.6,0.5,3,8,12,944.3343994140625,1.4190944194793702,664.6,4.4
116,PURE,0.9,0.6,0.5,3,8,12,199.4,0.3978529327984992,500.9,0.0
117,DRL,0.9,0.6,0.5,5,5,6,4338.176708984375,3.5333274364471436,1212.4,26.4
117,HEUR,0.9,0.6,0.5,5,5,6,3633.87783203125,3.233339309692383,1115.1,23.0
117,PURE,0.9,0.6,0.5,5,5,6,196.2,0.38233961386124604,513.4,0.0
118,DRL,0.9,0.6,0.5,5,5,12,4499.269921875,3.6973934173583984,1215.8,27.2
118,HEUR,0.9,0.6,0.5,5,5,12,2687.99697265625,2.852728748321533,938.6,16.2
118,PURE,0.9,0.6,0.5,5,5,12,205.0,0.38128589278869535,536.9,0.0
119,DRL,0.9,0.6,0.5,5,8,6,3263.0732421875,3.2052985191345216,1002.1,20.8
119,HEUR,0.9,0.6,0.5,5,8,6,2506.74853515625,2.682269334793091,930.8,15.6
119,PURE,0.9,0.6,0.5,5,8,6,206.4,0.37787162802641766,547.5,0.0
120,DRL,0.9,0.6,0.5,5,8,12,3567.842041015625,3.334450912475586,1065.9,24.2
120,HEUR,0.9,0.6,0.5,5,8,12,3030.18505859375,3.0080671310424805,1003.4,19.6
120,PURE,0.9,0.6,0.5,5,8,12,209.2,0.3893769019417027,537.3,0.0
121,DRL,0.9,0.6,0.8,3,5,6,1537.164990234375,1.830476427078247,828.5,7.6
121,HEUR,0.9,0.6,0.8,3,5,6,1405.9875366210938,1.6377475023269654,842.1,6.6
121,PURE,0.9,0.6,0.8,3,5,6,323.4,0.4778915324679677,678.8,0.0
122,DRL,0.9,0.6,0.8,3,5,12,2006.3056640625,2.2132389307022096,892.5,10.0
122,HEUR,0.9,0.6,0.8,3,5,12,1754.900390625,1.9708483695983887,883.8,9.6
122,PURE,0.9,0.6,0.8,3,5,12,337.4,0.4904938203452865,688.1,0.0
123,DRL,0.9,0.6,0.8,3,8,6,1340.5473876953124,1.6148210287094116,827.6,6.8
123,HEUR,0.9,0.6,0.8,3,8,6,1510.9559692382813,1.6898906588554383,848.1,8.0
123,PURE,0.9,0.6,0.8,3,8,6,333.4,0.4946977552907622,674.5,0.0
124,DRL,0.9,0.6,0.8,3,8,12,1256.6496948242188,1.5384709358215332,812.0,6.6
124,HEUR,0.9,0.6,0.8,3,8,12,1510.5237060546874,1.7846978902816772,845.3,7.4
124,PURE,0.9,0.6,0.8,3,8,12,320.6,0.4754324903631256,674.6,0.0
125,DRL,0.9,0.6,0.8,5,5,6,5197.5150390625,3.7197807312011717,1390.6,31.2
125,HEUR,0.9,0.6,0.8,5,5,6,4180.5384765625,3.1286865711212157,1325.1,26.0
125,PURE,0.9,0.6,0.8,5,5,6,325.2,0.47953897430672054,679.0,0.0
126,DRL,0.9,0.6,0.8,5,5,12,3804.2236328125,3.074369287490845,1223.2,23.6
126,HEUR,0.9,0.6,0.8,5,5,12,3637.570849609375,3.0396480560302734,1191.7,23.4
126,PURE,0.9,0.6,0.8,5,5,12,323.4,0.472651753305389,684.2,0.0
127,DRL,0.9,0.6,0.8,5,8,6,5281.16220703125,3.7074520587921143,1424.0,35.0
127,HEUR,0.9,0.6,0.8,5,8,6,3587.88984375,2.9394495487213135,1209.0,21.4
127,PURE,0.9,0.6,0.8,5,8,6,325.8,0.4899443129404366,664.8,0.0
128,DRL,0.9,0.6,0.8,5,8,12,5249.9572265625,3.7506712436676026,1396.2,31.2
128,HEUR,0.9,0.6,0.8,5,8,12,3540.521630859375,2.9454378128051757,1185.0,21.4
128,PURE,0.9,0.6,0.8,5,8,12,313.2,0.46902240349436275,667.5,0.0
129,DRL,0.9,0.8,0.5,3,5,6,1401.4387817382812,1.892573094367981,721.8,8.0
129,HEUR,0.9,0.8,0.5,3,5,6,912.0101440429687,1.4322972774505616,631.4,3.8
129,PURE,0.9,0.8,0.5,3,5,6,203.0,0.38595908863195916,525.8,0.0
130,DRL,0.9,0.8,0.5,3,5,12,1173.1292724609375,1.7318089723587036,672.9,5.6
130,HEUR,0.9,0.8,0.5,3,5,12,973.0426513671875,1.4937530517578126,640.1,5.6
130,PURE,0.9,0.8,0.5,3,5,12,199.4,0.3910441473413585,510.3,0.0
131,DRL,0.9,0.8,0.5,3,8,6,1536.8457153320312,2.028615641593933,737.6,8.4
131,HEUR,0.9,0.8,0.5,3,8,6,1108.7187377929688,1.7111271858215331,639.1,6.4
131,PURE,0.9,0.8,0.5,3,8,6,192.4,0.3729806288207074,516.4,0.0
132,DRL,0.9,0.8,0.5,3,8,12,1141.3667358398438,1.70775408744812,657.5,7.0
132,HEUR,0.9,0.8,0.5,3,8,12,1164.4170043945312,1.719309139251709,662.0,5.4
132,PURE,0.9,0.8,0.5,3,8,12,190.8,0.3761747583925868,507.8,0.0
133,DRL,0.9,0.8,0.5,5,5,6,3421.08876953125,3.282699728012085,1039.1,23.6
133,HEUR,0.9,0.8,0.5,5,5,6,2725.5474365234377,2.90572247505188,929.1,15.6
133,PURE,0.9,0.8,0.5,5,5,6,193.0,0.37742802151255106,512.8,0.0
134,DRL,0.9,0.8,0.5,5,5,12,3470.6736328125,3.195586681365967,1083.2,22.2
134,HEUR,0.9,0.8,0.5,5,5,12,3047.7890625,2.968863916397095,1012.1,19.4
134,PURE,0.9,0.8,0.5,5,5,12,194.0,0.3806260410636444,510.0,0.0
135,DRL,0.9,0.8,0.5,5,8,6,3490.56015625,3.233326053619385,1064.7,22.0
135,HEUR,0.9,0.8,0.5,5,8,6,2614.4455810546874,2.708138418197632,946.1,16.4
135,PURE,0.9,0.8,0.5,5,8,6,196.8,0.38855105346231933,506.3,0.0
136,DRL,0.9,0.8,0.5,5,8,12,4437.431982421875,3.6503761768341065,1211.3,28.0
136,HEUR,0.9,0.8,0.5,5,8,12,2565.4674072265625,2.7286526203155517,908.1,17.4
136,PURE,0.9,0.8,0.5,5,8,12,204.4,0.39369168153316575,519.2,0.0
137,DRL,0.9,0.8,0.8,3,5,6,1634.3986083984375,1.833076500892639,885.5,9.4
137,HEUR,0.9,0.8,0.8,3,5,6,1162.5834350585938,1.4599852561950684,791.0,5.6
137,PURE,0.9,0.8,0.8,3,5,6,325.2,0.466333068809852,697.6,0.0
138,DRL,0.9,0.8,0.8,3,5,12,1289.0842041015626,1.5252344369888307,830.8,7.2
138,HEUR,0.9,0.8,0.8,3,5,12,1215.2458984375,1.539912223815918,786.2,6.8
138,PURE,0.9,0.8,0.8,3,5,12,322.6,0.4709488692649382,684.2,0.0
139,DRL,0.9,0.8,0.8,3,8,6,1657.7428955078126,1.903933548927307,869.3,9.0
139,HEUR,0.9,0.8,0.8,3,8,6,1018.38212890625,1.2491976141929626,804.1,5.6
139,PURE,0.9,0.8,0.8,3,8,6,314.6,0.46424060204066564,678.8,0.0
140,DRL,0.9,0.8,0.8,3,8,12,1618.8986206054688,1.8098138570785522,886.0,9.4
140,HEUR,0.9,0.8,0.8,3,8,12,1363.2932983398437,1.6458765745162964,822.1,5.8
140,PURE,0.9,0.8,0.8,3,8,12,320.2,0.4864574220584511,658.7,0.0
141,DRL,0.9,0.8,0.8,5,5,6,4998.838671875,3.5632052421569824,1400.5,32.6
141,HEUR,0.9,0.8,0.8,5,5,6,3657.2142578125,2.9569058418273926,1222.6,21.6
141,PURE,0.9,0.8,0.8,5,5,6,329.6,0.47771196404141314,690.3,0.0
142,DRL,0.9,0.8,0.8,5,5,12,4827.2529296875,3.4302318572998045,1408.6,32.6
142,HEUR,0.9,0.8,0.8,5,5,12,4349.526318359375,3.283610486984253,1312.0,26.4
142,PURE,0.9,0.8,0.8,5,5,12,321.6,0.47812643620981043,672.6,0.0
143,DRL,0.9,0.8,0.8,5,8,6,5150.14775390625,3.6675032138824464,1403.5,34.4
143,HEUR,0.9,0.8,0.8,5,8,6,3428.451123046875,2.8752654552459718,1184.2,21.0
143,PURE,0.9,0.8,0.8,5,8,6,330.2,0.48458543956192895,681.3,0.0
144,DRL,0.9,0.8,0.8,5,8,12,4764.62880859375,3.446362257003784,1379.5,29.6
144,HEUR,0.9,0.8,0.8,5,8,12,3791.253564453125,3.0495352745056152,1237.8,22.8
144,PURE,0.9,0.8,0.8,5,8,12,330.0,0.48561239634596315,679.3,0.0
